"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","College of Fam and Consum Sci",Unspecified,3,1,1480,0,0,0,0,0,0,1,1480,0,0,0,0,0,0,0,0,1,6535,1,5055,0,0,0,0,0,0,1,6535
Bachelor's,BSFCS,"College of Fam and Consumr Sci","College of Fam and Consum Sci",,3,1,1480,0,0,0,0,0,0,1,1480,0,0,0,0,0,0,0,0,1,6535,1,5055,0,0,0,0,0,0,1,6535
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Consumer Economics",79,14,19241,21,29220,3,5724,18,23496,18,33908,21,29220,7,17259,6,14167,1,3092,36,79154,10,30193,1,300,4,5190,0,0,41,101603
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Consumer Journalism",21,3,4675,11,19698,5,9858,6,9840,3,6175,11,19698,1,1000,1,1000,0,0,13,25173,1,300,1,300,2,7440,0,0,14,33613
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Family and Consumer Sci Educ",8,2,4440,4,9828,1,1908,3,7920,2,7226,4,9828,2,11949,1,2786,1,9163,5,14268,0,0,0,0,0,0,0,0,6,26217
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Financial Planning",95,20,28987,38,49236,5,6996,33,42240,21,39123,38,49236,5,13870,4,9636,1,4234,54,110482,10,29959,4,2700,1,1860,0,0,55,126212
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ",Housing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3700,1,3700,0,0,0,0,0,0,1,3700
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Housing Management & Policy",22,2,4440,5,5742,2,2862,3,2880,4,9578,5,5742,3,10138,2,5138,1,5000,14,58057,10,47875,1,1000,1,1860,0,0,16,70055
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Intended Consumer Journalism",14,2,2870,8,15078,3,7638,5,7440,2,2870,8,15078,0,0,0,0,0,0,8,17948,0,0,0,0,2,9920,0,0,10,27868
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ",,240,43,64653,87,128802,19,34986,68,93816,50,98880,87,128802,18,54216,14,32727,4,21489,131,308782,32,112027,7,4300,10,26270,0,0,143,389268
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Consumer Foods",10,1,418,3,2556,1,636,2,1920,1,4661,3,2556,1,4243,1,4243,0,0,4,8320,1,5346,0,0,2,3180,0,0,6,15743
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",Dietetics,29,4,4168,19,25531.2,11,16536,8,8995.2,7,19627,19,25531.2,4,17214,3,14959,1,2255,22,33249.2,3,3050,2,1700,1,3720,0,0,24,54183.2
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Intended Dietetics",33,4,6688,24,34014,15,23214,9,10800,5,14430,24,34014,2,7742,2,7742,0,0,27,41702,1,1000,0,0,1,4340,0,0,28,53784
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutrition Science",6,1,552,2,2148,1,1908,1,240,1,552,2,2148,0,0,0,0,0,0,2,2700,0,0,0,0,0,0,0,0,2,2700
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutritional Sciences",99,17,23403,70,114582,40,72822,30,41760,19,28192,70,114582,6,12632,3,4289,3,8343,77,151510,11,13025,4,1975,3,9300,0,0,81,173442
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",,177,27,35229,118,178831.2,68,115116,50,63715.2,33,67462,118,178831.2,13,41831,9,31233,4,10598,132,237481.2,16,22421,6,3675,7,20540,0,0,141,299852.2
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci","Human Development and Fam Sci",277,40,64975,198,340408.8,71,150108,127,190300.8,51,127615,198,340408.8,19,63768,18,61140,1,2628,226,511656.3,28,103145,7,5700,8,24880,0,0,237,600304.3
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci",,277,40,64975,198,340408.8,71,150108,127,190300.8,51,127615,198,340408.8,19,63768,18,61140,1,2628,226,511656.3,28,103145,7,5700,8,24880,0,0,237,600304.3
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Fashion Merchandising",108,9,14181,69,111312,7,16224,62,95088,12,30698,69,111312,4,22517,4,16517,1,6000,75,141881,11,16388,1,3000,17,32180,0,0,83,196578
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Furnishings and Interiors",39,3,6417,28,36618,9,16218,19,20400,4,10223,28,36618,2,6806,1,3806,1,3000,30,49335,5,6300,0,0,14,18310,0,0,34,74451
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Intended Furnish and Interiors",6,1,943,5,6696,3,3816,2,2880,1,943,5,6696,0,0,0,0,0,0,5,7639,0,0,0,0,0,0,0,0,5,7639
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors",,153,13,21541,102,154626,19,36258,83,118368,17,41864,102,154626,6,29323,5,20323,2,9000,110,198855,16,22688,1,3000,31,50490,0,0,122,278668
Bachelor's,BSFCS,"College of Fam and Consumr Sci",,,850,124,187878,505,802668,177,336468,328,466200,152,337301,505,802668,56,189138,46,145423,11,43715,600,1263309.5,93,265336,21,16675,56,122180,0,0,644,1574627.5
Bachelor's,BSFCS,,,,850,124,187878,505,802668,177,336468,328,466200,152,337301,505,802668,56,189138,46,145423,11,43715,600,1263309.5,93,265336,21,16675,56,122180,0,0,644,1574627.5
Bachelor's,,,,,850,124,187878,505,802668,177,336468,328,466200,152,337301,505,802668,56,189138,46,145423,11,43715,600,1263309.5,93,265336,21,16675,56,122180,0,0,644,1574627.5
,,,,,850,124,187878,505,802668,177,336468,328,466200,152,337301,505,802668,56,189138,46,145423,11,43715,600,1263309.5,93,265336,21,16675,56,122180,0,0,644,1574627.5
