"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","College of Fam and Consum Sci",Unspecified,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bachelor's,BSFCS,"College of Fam and Consumr Sci","College of Fam and Consum Sci",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Consumer Economics",85,24,32665,21,44018,3,9546,18,34472,27,60460,21,44018,8,29795,7,26795,1,3000,43,108305,7,30622,0,0,3,14880,0,0,47,152980
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Consumer Journalism",24,4,8278,16,33654,7,14310,9,19344,5,12767,16,33654,2,4489,2,4489,0,0,16,41932,0,0,0,0,3,9300,0,0,19,55721
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Family and Consumer Sci Educ",7,0,0,5,9272,2,3816,3,5456,0,0,5,9272,0,0,0,0,0,0,5,9272,0,0,0,0,0,0,0,0,5,9272
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Financial Planning",108,19,27373,47,65525.2,10,14437.2,37,51088,22,40195,47,65525.2,7,14722,6,12322,1,2400,58,112157.2,6,18759,3,4000,1,2862,0,0,61,129741.2
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ",Housing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17396,1,17396,0,0,0,0,0,0,1,17396
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Housing Management & Policy",23,10,15727,5,7688,0,0,5,7688,12,23530,5,7688,4,11813,3,7303,2,4510,15,80165,8,56250,1,1750,1,6820,0,0,19,98798
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Intended Consumer Journalism",12,2,2799,9,14766,2,2862,7,11904,4,8450,9,14766,2,5651,2,5651,0,0,10,21948,1,4383,0,0,0,0,0,0,11,27599
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ",,260,59,86842,103,174923.2,24,44971.2,79,129952,70,145402,103,174923.2,23,66470,20,56560,4,9910,148,391175.2,23,127410,4,5750,8,33862,0,0,163,491507.2
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Culinary Science & Nutrition",5,1,756,2,2442,1,954,1,1488,1,756,2,2442,0,0,0,0,0,0,4,6721,1,3523,0,0,1,3100,0,0,5,9821
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",Dietetics,23,1,755,14,17272,4,6360,10,10912,3,12754,14,17272,3,14624,2,11999,1,2625,15,18027,0,0,0,0,0,0,0,0,16,32651
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Intended Dietetics",53,7,6341,31,45338.8,11,19398,20,25940.8,7,6341,31,45338.8,0,0,0,0,0,0,38,56849.8,4,5170,1,1900,2,9300,0,0,38,66149.8
