"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","College of Fam and Consum Sci",Unspecified,1,1,2865,0,0,0,0,0,0,1,7533,0,0,1,4668,1,4668,0,0,1,2865,0,0,0,0,0,0,0,0,1,7533
Bachelor's,BSFCS,"College of Fam and Consumr Sci","College of Fam and Consum Sci",,1,1,2865,0,0,0,0,0,0,1,7533,0,0,1,4668,1,4668,0,0,1,2865,0,0,0,0,0,0,0,0,1,7533
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Consumer Economics",80,8,13024,16,20834,2,3432,14,17402,12,38263,16,20834,7,23739,7,23739,0,0,33,83832,11,48474,0,0,2,9285,0,0,35,116856
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Consumer Journalism",22,0,0,14,16974,5,6578,9,10396,0,0,14,16974,0,0,0,0,0,0,14,16974,0,0,0,0,2,9712,0,0,16,26686
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Family Financial Planning",10,0,0,5,6822,2,3432,3,3390,1,3750,5,6822,1,3750,1,3750,0,0,5,7322,0,0,0,0,0,0,0,0,6,11072
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Family and Consumer Sci Educ",8,0,0,5,10724,2,3718,3,7006,2,4000,5,10724,2,4000,2,4000,0,0,5,10724,0,0,0,0,0,0,0,0,6,14724
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Financial Planning",44,2,1629,14,12498.32,4,4290,10,8208.32,4,10389,14,12498.32,3,8760,3,8760,0,0,19,42898.32,3,28771,0,0,3,7464,0,0,22,59122.32
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ",Housing,19,0,0,0,0,0,0,0,0,2,2100,0,0,1,1100,1,1100,0,0,9,53049,7,52049,0,0,2,2679,0,0,11,56828
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ","Intended Consumer Journalism",20,1,1145,8,10848,0,0,8,10848,3,4971,8,10848,2,6995,1,3326,1,3669,11,39153,3,26660,0,0,0,0,0,0,11,46148
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Finan Plan Hous and Cons Econ",,203,11,15798,62,78700.32,15,21450,47,57250.32,24,63473,62,78700.32,16,48344,15,44675,1,3669,96,253952.32,24,155954,0,0,9,29140,0,0,107,331436.32
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Consumer Foods",11,0,0,4,3164,0,0,4,3164,1,2000,4,3164,2,4000,1,2000,1,2000,4,3164,0,0,0,0,0,0,0,0,6,7164
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",Dietetics,26,0,0,16,19973.24,6,10255.24,10,9718,1,2000,16,19973.24,3,7600,1,2000,2,5600,16,22973.24,1,3000,1,2500,0,0,0,0,18,30573.24
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Intended Dietetics",62,1,423,35,45710.66,12,20306,23,25404.66,4,8213,35,45710.66,4,9990,3,7790,1,2200,37,57873.66,2,11740,0,0,3,14675,0,0,43,82538.66
